Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
Graduate,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,578,52,854,Partner,1,3,1
Graduate,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,293,36,78,Partner,1,3,1
Postgraduate,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,282,42,106,Partner,1,3,1
Graduate,27242.0,1,0,2,3,17,26,20,1,39,2,2,0,3,9,595,44,106,Alone,1,2,1
Postgraduate,87188.0,0,0,73,910,111,724,49,74,55,1,10,2,6,3,391,31,1923,Alone,0,1,0
Graduate,69930.0,0,0,21,252,98,827,219,70,196,1,4,5,12,3,399,43,1662,Partner,0,2,0
Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,142,38,84,Alone,1,2,1
Postgraduate,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,54,41,48,Partner,1,3,1
Graduate,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,442,41,5,Alone,1,2,1
Graduate,58597.0,1,1,20,490,0,184,10,28,21,12,7,4,9,7,586,38,733,Partner,2,4,1
Postgraduate,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,85,66,1234,Alone,0,1,0
Graduate,28087.0,1,1,77,53,8,17,13,0,21,3,2,2,2,7,565,56,112,Partner,2,4,1
Postgraduate,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,125,27,1658,Alone,0,1,0
Graduate,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,462,54,55,Partner,1,3,1
Undergraduate,57036.0,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,565,39,1513,Partner,1,3,1
Undergraduate,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,410,56,271,Partner,2,4,1
Postgraduate,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,15,39,904,Partner,1,3,1
Postgraduate,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,680,39,120,Alone,2,3,1
Undergraduate,23331.0,1,0,92,5,36,7,0,10,45,2,3,0,3,8,663,26,103,Partner,1,3,1
Undergraduate,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,632,26,269,Alone,1,2,1
Graduate,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,191,25,22,Alone,1,2,1
Postgraduate,67786.0,0,0,0,431,82,441,80,20,102,1,3,6,6,1,204,55,1156,Alone,0,1,0
Postgraduate,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,621,43,1086,Partner,1,3,1
Postgraduate,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,533,47,1128,Alone,1,2,1
Graduate,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,93,25,72,Partner,1,3,1
Postgraduate,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,478,53,964,Partner,2,4,1
Graduate,65819.0,0,0,99,267,38,701,149,165,63,1,5,4,10,3,577,36,1383,Partner,0,2,0
Postgraduate,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,399,61,18,Alone,3,4,1
Graduate,51983.0,0,1,95,631,0,115,10,7,30,3,9,2,10,7,667,50,793,Alone,1,2,1
Postgraduate,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,532,28,100,Partner,1,3,1
Undergraduate,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,300,27,80,Partner,0,2,0
Graduate,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,597,51,167,Alone,0,1,0
Graduate,66033.0,0,1,76,293,35,179,46,59,65,2,8,3,7,7,525,57,677,Alone,1,2,1
Undergraduate,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,457,39,23,Partner,2,4,1
Postgraduate,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,260,63,92,Alone,1,2,1
Undergraduate,76800.0,0,0,33,173,26,255,35,71,81,1,4,4,7,1,113,49,641,Partner,0,2,0
Graduate,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,665,58,1106,Partner,1,3,1
Graduate,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,37,52,1033,Partner,0,2,0
Graduate,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,686,40,1174,Partner,1,3,1
Postgraduate,37054.0,1,1,89,12,1,6,0,1,5,2,1,0,3,7,287,47,25,Partner,2,4,1
Postgraduate,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,609,52,240,Partner,2,4,1
Graduate,31859.0,1,0,77,3,1,3,8,0,5,1,1,0,2,7,380,38,20,Alone,1,2,1
Graduate,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,522,53,102,Alone,3,4,1
Postgraduate,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,343,38,1034,Alone,1,2,1
Graduate,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,500,31,156,Partner,1,3,1
Postgraduate,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,237,38,458,Partner,2,4,1
Graduate,24645.0,1,0,16,5,3,4,4,1,0,1,1,0,2,8,605,26,17,Partner,1,3,1
Graduate,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,11,60,792,Alone,1,2,1
Graduate,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,13,29,92,Partner,1,3,1
Graduate,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,526,62,407,Alone,1,2,1
Postgraduate,63972.0,0,1,93,928,63,254,0,12,12,4,5,4,10,4,574,50,1269,Alone,1,2,1
Graduate,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,75,60,841,Partner,1,3,1
Postgraduate,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,640,64,633,Partner,2,4,1
Postgraduate,75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,459,57,1019,Partner,3,5,1
Postgraduate,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,582,68,1315,Alone,0,1,0
Graduate,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,603,60,54,Partner,2,4,1
Postgraduate,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,136,23,2525,Alone,0,1,0
Postgraduate,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,244,28,52,Partner,1,3,1
Graduate,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,681,37,436,Partner,1,3,1
Postgraduate,38201.0,0,1,19,233,0,23,0,0,12,4,5,1,5,8,457,54,268,Partner,1,3,1
Graduate,45203.0,2,0,4,35,3,67,10,8,24,1,3,1,3,6,98,32,147,Partner,2,4,1
Postgraduate,81574.0,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,62,67,1798,Partner,0,2,0
Graduate,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,373,22,137,Partner,0,2,0
Postgraduate,60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,522,38,507,Alone,1,2,1
Graduate,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,157,58,15,Partner,3,5,1
Postgraduate,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,200,67,1105,Partner,0,2,0
Graduate,82460.0,0,0,78,255,47,573,52,32,15,1,5,3,6,1,209,64,974,Alone,0,1,0
Postgraduate,45903.0,0,1,80,33,8,10,2,10,3,2,2,1,3,4,67,48,66,Partner,1,3,1
Graduate,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,124,27,778,Alone,0,1,0
Postgraduate,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,41,41,49,Alone,2,3,1
Postgraduate,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,679,62,169,Partner,2,4,1
Graduate,61482.0,0,0,39,48,58,68,16,66,43,1,3,2,6,2,2,49,299,Partner,0,2,0
Graduate,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,445,34,221,Partner,1,3,1
Graduate,75794.0,0,0,33,754,160,625,63,32,48,1,7,5,12,3,187,27,1682,Partner,0,2,0
Postgraduate,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,570,52,155,Partner,1,3,1
Graduate,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,500,59,892,Partner,0,2,0
Undergraduate,13724.0,1,0,43,2,7,5,2,15,27,1,2,0,2,9,667,26,58,Partner,1,3,1
Postgraduate,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,307,49,311,Partner,1,3,1
Postgraduate,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,85,47,95,Alone,1,2,1
Postgraduate,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,619,41,424,Alone,1,2,1
Postgraduate,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,134,54,47,Partner,2,4,1
Graduate,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,257,30,339,Alone,1,2,1
Graduate,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,639,43,1410,Partner,1,3,1
Postgraduate,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,65,39,35,Partner,1,3,1
Postgraduate,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,367,49,562,Partner,1,3,1
Postgraduate,90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,641,58,2352,Partner,0,2,0
Postgraduate,70638.0,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,393,59,1334,Alone,0,1,0
Graduate,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,303,54,32,Partner,2,4,1
Graduate,27116.0,1,1,78,12,1,21,2,2,3,2,2,0,3,7,119,53,41,Partner,2,4,1
Postgraduate,54072.0,1,1,71,35,0,4,0,0,0,1,2,0,2,8,337,51,39,Partner,2,4,1
Graduate,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,529,37,1141,Partner,1,3,1
Undergraduate,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,456,24,710,Alone,1,2,1
Postgraduate,60432.0,0,1,61,365,3,15,4,3,11,5,7,2,5,6,112,41,401,Partner,1,3,1
Postgraduate,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,79,50,506,Partner,1,3,1
Graduate,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,688,26,1538,Alone,0,1,0
Undergraduate,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,572,36,57,Partner,0,2,0
Graduate,64509.0,0,0,19,836,185,575,24,25,77,1,6,3,9,4,316,24,1722,Alone,0,1,0
Graduate,33955.0,1,0,92,100,2,128,23,7,10,4,5,1,5,8,324,39,270,Alone,1,2,1
Graduate,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,182,37,31,Partner,2,4,1
Graduate,55434.0,1,0,21,238,115,215,169,69,76,3,5,3,13,4,267,30,882,Partner,1,3,1
Graduate,28359.0,1,0,35,6,0,5,2,1,2,1,1,0,2,7,245,31,16,Partner,1,3,1
Graduate,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,42,27,311,Alone,1,2,1
Graduate,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,153,49,227,Partner,1,3,1
Postgraduate,52973.0,0,1,92,856,0,76,12,9,199,7,9,6,9,8,598,58,1152,Partner,1,3,1
Postgraduate,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,313,49,122,Partner,1,3,1
Graduate,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,533,43,77,Partner,1,3,1
Undergraduate,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,642,32,1289,Partner,0,2,0
Graduate,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,529,55,561,Alone,2,3,1
Graduate,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,522,51,211,Partner,2,4,1
Postgraduate,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,118,62,233,Partner,1,3,1
Postgraduate,47111.0,0,1,35,595,71,153,120,112,41,6,3,2,10,9,659,43,1092,Alone,1,2,1
Postgraduate,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,469,51,601,Alone,0,1,0
Graduate,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,127,32,54,Partner,1,3,1
Undergraduate,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,247,38,78,Partner,1,3,1
Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,302,67,1095,Partner,1,3,1
Postgraduate,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,251,45,244,Partner,1,3,1
Postgraduate,52854.0,1,1,43,105,0,10,0,1,0,2,2,1,4,5,97,55,116,Partner,2,4,1
Graduate,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,375,36,15,Partner,1,3,1
Postgraduate,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,264,66,425,Partner,2,4,1
Postgraduate,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,443,59,734,Partner,1,3,1
Graduate,50002.0,0,1,21,443,5,71,21,16,82,2,8,2,7,7,377,60,638,Alone,1,2,1
Graduate,69755.0,0,0,23,217,77,373,111,23,93,1,3,6,12,1,270,69,894,Partner,0,2,0
Graduate,44078.0,1,1,17,24,1,10,2,0,4,2,2,0,3,5,10,45,41,Partner,2,4,1
Postgraduate,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,367,38,31,Partner,1,3,1
Postgraduate,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,98,45,34,Partner,2,4,1
Postgraduate,64140.0,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,279,50,1750,Alone,2,3,1
Graduate,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,610,33,612,Partner,2,4,1
Undergraduate,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,201,35,29,Partner,1,3,1
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,58,33,823,Partner,1,3,1
Postgraduate,39228.0,0,0,1,7,1,6,0,3,3,1,0,0,3,4,415,54,20,Alone,0,1,0
Postgraduate,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,199,40,396,Partner,1,3,1
Graduate,58684.0,0,0,71,479,35,179,28,7,85,1,5,3,12,2,13,33,813,Alone,0,1,0
Graduate,57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,407,47,1179,Alone,0,1,0
Postgraduate,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,53,64,138,Alone,2,3,1
Graduate,22448.0,1,0,86,3,1,8,23,2,18,3,2,1,3,3,123,32,55,Partner,1,3,1
Graduate,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,678,53,1511,Alone,0,1,0
Graduate,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,660,51,117,Alone,2,3,1
Graduate,157146.0,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,426,37,1730,Partner,0,2,0
Postgraduate,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,342,67,32,Alone,1,2,1
Postgraduate,35544.0,1,0,77,30,5,23,4,1,4,1,2,0,3,7,113,36,67,Alone,1,2,1
Postgraduate,36634.0,0,1,0,213,9,76,4,3,30,3,5,2,5,7,397,60,335,Partner,1,3,1
Postgraduate,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,147,60,825,Partner,1,3,1
Undergraduate,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,340,42,694,Partner,1,3,1
Graduate,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,6,33,1792,Alone,0,1,0
Postgraduate,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,423,56,496,Alone,2,3,1
Graduate,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,410,46,231,Partner,2,4,1
Graduate,64892.0,0,1,77,527,24,230,32,24,65,2,6,4,12,4,31,38,902,Alone,1,2,1
Graduate,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,170,48,68,Alone,2,3,1
Postgraduate,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,291,25,71,Alone,0,1,0
Undergraduate,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,375,29,76,Alone,1,2,1
Postgraduate,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,313,47,772,Partner,2,4,1
Postgraduate,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,182,55,47,Partner,2,4,1
Postgraduate,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,222,44,1586,Partner,1,3,1
Postgraduate,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,492,47,1529,Partner,1,3,1
Postgraduate,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,334,29,265,Alone,0,1,0
Graduate,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,297,63,1603,Partner,0,2,0
Postgraduate,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,534,28,2091,Partner,0,2,0
Undergraduate,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,391,59,981,Partner,0,2,0
Graduate,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,584,44,1533,Partner,1,3,1
Undergraduate,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,578,23,82,Partner,0,2,0
Graduate,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,461,39,244,Partner,1,3,1
Undergraduate,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,367,35,36,Alone,1,2,1
Postgraduate,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,502,38,404,Partner,1,3,1
Graduate,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,157,34,71,Partner,1,3,1
Graduate,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,264,36,1572,Partner,0,2,0
Graduate,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,163,43,122,Partner,2,4,1
Postgraduate,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,603,59,41,Partner,2,4,1
Postgraduate,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,25,31,10,Partner,1,3,1
Graduate,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,247,62,304,Partner,1,3,1
Graduate,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,96,45,37,Partner,2,4,1
Postgraduate,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,690,34,1754,Alone,0,1,0
Graduate,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,341,46,815,Partner,1,3,1
Graduate,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,541,43,1001,Alone,1,2,1
Graduate,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,345,25,1157,Alone,0,1,0
Graduate,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,345,63,688,Alone,1,2,1
Postgraduate,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,358,27,1319,Alone,0,1,0
Postgraduate,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,495,29,21,Partner,1,3,1
Undergraduate,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,671,33,31,Alone,1,2,1
Graduate,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,545,24,67,Partner,0,2,0
Graduate,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,402,62,708,Alone,1,2,1
Undergraduate,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,648,43,25,Partner,2,4,1
Postgraduate,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,487,31,746,Partner,0,2,0
Postgraduate,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,645,57,32,Alone,2,3,1
Postgraduate,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,116,63,1695,Alone,2,3,1
Graduate,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,667,38,1080,Partner,1,3,1
Postgraduate,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,91,59,72,Partner,2,4,1
Graduate,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,221,25,57,Alone,1,2,1
Postgraduate,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,100,41,660,Partner,1,3,1
Undergraduate,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,635,41,103,Partner,1,3,1
Postgraduate,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,279,30,153,Partner,1,3,1
Postgraduate,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,647,58,1220,Partner,1,3,1
Graduate,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,682,49,279,Partner,1,3,1
Graduate,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,178,36,745,Partner,1,3,1
Postgraduate,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,120,41,264,Partner,1,3,1
Graduate,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,12,28,2157,Partner,0,2,0
Postgraduate,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,305,55,1526,Partner,1,3,1
Graduate,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,446,36,69,Partner,1,3,1
Graduate,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,596,48,1597,Partner,0,2,0
Undergraduate,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,31,22,64,Alone,1,2,1
Graduate,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,593,30,497,Partner,1,3,1
Graduate,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,405,58,1067,Alone,1,2,1
Graduate,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,52,37,31,Partner,2,4,1
Graduate,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,297,40,211,Partner,2,4,1
Postgraduate,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,581,38,877,Partner,1,3,1
Graduate,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,532,35,11,Partner,1,3,1
Postgraduate,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,424,31,2034,Partner,0,2,0
Graduate,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,197,23,1991,Alone,0,1,0
Postgraduate,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,88,52,1686,Alone,0,1,0
Postgraduate,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,152,32,324,Alone,1,2,1
Postgraduate,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,72,35,69,Alone,1,2,1
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,608,59,252,Partner,2,4,1
Undergraduate,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,538,49,54,Alone,1,2,1
Postgraduate,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,478,53,964,Partner,2,4,1
Graduate,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,497,63,1327,Partner,1,3,1
Postgraduate,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,98,50,68,Partner,2,4,1
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,548,55,60,Partner,0,2,0
Graduate,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,428,59,55,Alone,2,3,1
Graduate,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,109,48,1456,Partner,0,2,0
Undergraduate,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,419,56,563,Alone,1,2,1
Graduate,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,496,60,1504,Alone,1,2,1
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,66,47,564,Alone,2,3,1
Graduate,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,215,51,1125,Partner,0,2,0
Graduate,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,36,55,358,Partner,1,3,1
Postgraduate,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,200,43,42,Partner,1,3,1
Graduate,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,66,50,184,Partner,1,3,1
Graduate,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,437,31,460,Partner,1,3,1
Postgraduate,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,32,69,145,Alone,0,1,0
Graduate,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,529,67,1376,Partner,0,2,0
Postgraduate,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,525,45,792,Alone,1,2,1
Graduate,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,611,62,1382,Partner,0,2,0
Undergraduate,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,586,67,28,Partner,0,2,0
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,274,68,1033,Partner,0,2,0
Graduate,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,396,45,882,Alone,1,2,1
Postgraduate,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,483,65,2231,Partner,0,2,0
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,621,53,1101,Partner,1,3,1
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,655,40,369,Partner,1,3,1
Undergraduate,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,122,34,48,Alone,1,2,1
Postgraduate,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,502,65,467,Alone,1,2,1
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,551,43,44,Alone,2,3,1
Undergraduate,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,469,35,38,Alone,2,3,1
Graduate,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,235,46,81,Partner,2,4,1
Postgraduate,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,329,43,167,Alone,1,2,1
Postgraduate,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,50,59,45,Partner,2,4,1
Graduate,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,399,42,664,Partner,1,3,1
Undergraduate,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,292,50,622,Partner,1,3,1
Undergraduate,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,476,35,48,Alone,1,2,1
Graduate,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,249,39,461,Partner,1,3,1
Graduate,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,313,37,1073,Partner,1,3,1
Undergraduate,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,295,28,55,Partner,1,3,1
Graduate,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,460,58,976,Partner,1,3,1
